id,cidade,estado,sigla,codigo,gentilico,latitude,longitude,populacao,area,densidade
1448,Cabeceira Grande,Minas Gerais,MG,3109451,cabeceirense,-16.1131002,-47.0972424,6949,1031.41,6.7
1449,Cabo Verde,Minas Gerais,MG,3109501,cabo-verdense,-21.491587,-46.400872,14075,368.21,38.2
1450,Cachoeira da Prata,Minas Gerais,MG,3109600,cachoeirense,-19.5235616,-44.4563046,3603,61.38,58.7
1451,Cachoeira de Minas,Minas Gerais,MG,3109709,cachoeirense,-22.354255,-45.7793522,11547,304.24,38.0
1452,Cachoeira de Pajeú,Minas Gerais,MG,3102704,cachoeirense,-15.9862732,-41.5612423,9412,695.67,13.5
1453,Cachoeira Dourada,Minas Gerais,MG,3109808,cachoeirense,-18.6095312,-49.5076392,2692,200.93,13.4
1454,Caetanópolis,Minas Gerais,MG,3109907,caetanopolitano,-19.3323588,-44.4181786,11624,156.04,74.5
1455,Caeté,Minas Gerais,MG,3110004,caeteense,-19.8852788,-43.6644238,44718,542.53,82.4
1456,Caiana,Minas Gerais,MG,3110103,caianense,-20.696069,-41.9296057,5496,106.47,51.6
1457,Cajuri,Minas Gerais,MG,3110202,cajuriense,-20.7767921,-42.7564668,3987,83.04,48.0
1458,Caldas,Minas Gerais,MG,3110301,caldense,-21.9234077,-46.3885416,14480,711.41,20.4
1459,Camacho,Minas Gerais,MG,3110400,camachense,-20.6268312,-45.1554398,2901,223.0,13.0
1460,Camanducaia,Minas Gerais,MG,3110509,camanducaiense,-22.748659,-46.1352278,21770,528.69,41.2
1461,Cambuí,Minas Gerais,MG,3110608,cambuiense,-22.6118831,-46.0577071,29551,244.57,120.8
1462,Cambuquira,Minas Gerais,MG,3110707,cambuquirense,-21.8657333,-45.2618568,12814,246.38,52.0
1463,Campanário,Minas Gerais,MG,3110806,campanarense,-18.2824489,-41.7407394,3721,442.4,8.4
1464,Campanha,Minas Gerais,MG,3110905,campanhense,-21.8343864,-45.3990201,16665,335.59,49.7
1465,Campestre,Minas Gerais,MG,3111002,campestrense,-21.7113788,-46.2468753,21055,577.84,36.4
1466,Campina Verde,Minas Gerais,MG,3111101,campina-verdense,-19.5387307,-49.4866375,19745,3650.75,5.4
1467,Campo Azul,Minas Gerais,MG,3111150,campoazulense,-16.5004505,-44.7568965,3817,505.91,7.5
1468,Campo Belo,Minas Gerais,MG,3111200,campo-belense,-20.8938356,-45.2721363,54029,528.23,102.3
1469,Campo do Meio,Minas Gerais,MG,3111309,campo-meiense,-21.1101207,-45.8303259,11655,275.43,42.3
1470,Campo Florido,Minas Gerais,MG,3111408,campo-floridense,-19.752931,-48.6388879,8151,1264.25,6.4
1471,Campos Altos,Minas Gerais,MG,3111507,campos-altense,-19.6807948,-46.1709012,15461,710.65,21.8
1472,Campos Gerais,Minas Gerais,MG,3111606,campos-geraiense,-21.2370782,-45.7592067,28774,769.5,37.4
1473,Cana Verde,Minas Gerais,MG,3111903,cana-verdense,-21.0422556,-45.2056196,5603,212.72,26.3
1474,Canaã,Minas Gerais,MG,3111705,canaãense,-20.6781012,-42.6097596,4563,174.9,26.1
1475,Canápolis,Minas Gerais,MG,3111804,canapolense,-18.7931976,-49.2435998,12150,839.74,14.5
1476,Candeias,Minas Gerais,MG,3112000,candeense,-20.767604,-45.2763633,14886,720.51,20.7
1477,Cantagalo,Minas Gerais,MG,3112059,cantagalense,-18.5313099,-42.6489222,4525,141.86,31.9
1478,Caparaó,Minas Gerais,MG,3112109,caparaoense,-20.5234431,-41.90769,5438,130.69,41.6
1479,Capela Nova,Minas Gerais,MG,3112208,capela-novense,-20.924024,-43.6180954,4653,111.07,41.9
1480,Capelinha,Minas Gerais,MG,3112307,capelinhense,-17.6929945,-42.5172107,37784,965.38,39.1
1481,Capetinga,Minas Gerais,MG,3112406,capetinguense,-20.6471384,-47.0388429,6920,297.94,23.2
1482,Capim Branco,Minas Gerais,MG,3112505,capim-branquense,-19.5475458,-44.1307647,9754,95.33,102.3
1483,Capinópolis,Minas Gerais,MG,3112604,capinopolino,-18.6866857,-49.5710689,16173,620.72,26.1
1484,Capitão Andrade,Minas Gerais,MG,3112653,capitão andradense,-19.0661827,-41.8203268,5468,279.09,19.6
1485,Capitão Enéas,Minas Gerais,MG,3112703,capitão-eneense,-16.3239833,-43.7154461,15234,971.58,15.7
1486,Capitólio,Minas Gerais,MG,3112802,capitolino,-20.6141323,-46.0478758,8632,521.8,16.5
1487,Caputira,Minas Gerais,MG,3112901,caputirense,-20.1705441,-42.2559685,9298,187.7,49.5
1488,Caraí,Minas Gerais,MG,3113008,caraiense,-17.2214702,-41.4812771,23685,1242.35,19.1
1489,Caranaíba,Minas Gerais,MG,3113107,caranaibense,-20.8745625,-43.7375912,3183,159.95,19.9
1490,Carandaí,Minas Gerais,MG,3113206,carandaiense,-20.9508706,-43.8028073,25501,487.28,52.3
1491,Carangola,Minas Gerais,MG,3113305,carangolense,-20.7314751,-42.0299263,33000,353.4,93.4
1492,Caratinga,Minas Gerais,MG,3113404,caratinguense,-19.7896943,-42.1415731,92062,1258.48,73.2
1493,Carbonita,Minas Gerais,MG,3113503,carbonitense,-17.4467354,-43.0971625,9405,1456.1,6.5
1494,Careaçu,Minas Gerais,MG,3113602,careaçuense,-22.0440458,-45.6973068,6757,181.01,37.3
1495,Carlos Chagas,Minas Gerais,MG,3113701,carlos-chaguense,-17.7178133,-40.8778586,18837,3202.98,5.9
1496,Carmésia,Minas Gerais,MG,3113800,carmesense,-19.0564062,-43.1359542,2632,259.1,10.2
1497,Carmo da Cachoeira,Minas Gerais,MG,3113909,carmo-cachoeirense,-21.4612439,-45.2202356,12170,506.33,24.0
1498,Carmo da Mata,Minas Gerais,MG,3114006,carmense,-20.5584753,-44.8698308,11476,357.18,32.1
1499,Carmo de Minas,Minas Gerais,MG,3114105,carmoense,-22.0646535,-45.186889,14859,322.29,46.1
1500,Carmo do Cajuru,Minas Gerais,MG,3114204,cajuruense,-20.1851206,-44.7711099,22478,455.81,49.3
1501,Carmo do Paranaíba,Minas Gerais,MG,3114303,carmense,-19.0012649,-46.3092185,30329,1307.86,23.2
1502,Carmo do Rio Claro,Minas Gerais,MG,3114402,carmelitano,-20.9384974,-46.0944845,21225,1065.69,19.9
1503,Carmópolis de Minas,Minas Gerais,MG,3114501,carmopolitano,-20.540812,-44.6386557,19355,400.01,48.4
1504,Carneirinho,Minas Gerais,MG,3114550,carneirinhense,-19.6991558,-50.7624493,10027,2063.32,4.9
1505,Carrancas,Minas Gerais,MG,3114600,carranquense,-21.4899717,-44.6453592,4047,727.89,5.6
1506,Carvalhópolis,Minas Gerais,MG,3114709,carvalhense,-21.7692649,-45.8374662,3579,81.1,44.1
1507,Carvalhos,Minas Gerais,MG,3114808,carvalhense,-22.017958,-44.5125127,4478,282.25,15.9
1508,Casa Grande,Minas Gerais,MG,3114907,casa-grandense,-20.8380202,-43.9246009,2257,157.73,14.3
1509,Cascalho Rico,Minas Gerais,MG,3115003,cascalho-riquense,-18.5823914,-47.8822604,3075,367.31,8.4
1510,Cássia,Minas Gerais,MG,3115102,cassiense,-20.5849457,-46.9191613,17740,665.8,26.6
1511,Cataguases,Minas Gerais,MG,3115300,cataguasense,-21.3892337,-42.6945496,75123,491.77,152.8
1512,Catas Altas,Minas Gerais,MG,3115359,catas-altense,-20.0867914,-43.425942,5376,240.04,22.4
