id,cidade,estado,sigla,codigo,gentilico,latitude,longitude,populacao,area,densidade
2349,Nova Brasilândia,Mato Grosso,MT,5106208,brasilandense,-14.7128856,-55.0493375,3829,3278.86,1.2
2350,Nova Canaã do Norte,Mato Grosso,MT,5106216,canaense,-10.5559995,-55.948364,12787,5955.41,2.1
2351,Nova Guarita,Mato Grosso,MT,5108808,nova guaritense,-10.3233437,-55.3585972,4519,1114.13,4.1
2352,Nova Lacerda,Mato Grosso,MT,5106182,novo-lacerdenses,-14.4758447,-59.5893838,6640,4793.17,1.4
2353,Nova Marilândia,Mato Grosso,MT,5108857,nova marilandense,-14.3648196,-56.972272,3278,1936.43,1.7
2354,Nova Maringá,Mato Grosso,MT,5108907,nova maringaense,-13.0310715,-57.0918927,8641,11555.99,0.7
2355,Nova Monte Verde,Mato Grosso,MT,5108956,nova monte verdense,-10.112455,-57.1915504,9178,5150.56,1.8
2356,Nova Mutum,Mato Grosso,MT,5106224,mutuense,-13.821102,-56.0851233,45378,9532.06,4.8
2357,Nova Nazaré,Mato Grosso,MT,5106174,nova-nazareenses,-13.9900222,-51.7992914,3849,4037.5,1.0
2358,Nova Olímpia,Mato Grosso,MT,5106232,nova-olimpiense,-14.7791935,-57.2806836,20301,1367.74,14.8
2359,Nova Santa Helena,Mato Grosso,MT,5106190,nova-santa-helenenses,-10.8817739,-54.9171412,3718,2375.58,1.6
2360,Nova Ubiratã,Mato Grosso,MT,5106240,novo-ubiratãenses,-13.0335899,-55.2539924,11982,12500.11,1.0
2361,Nova Xavantina,Mato Grosso,MT,5106257,nova-xavantinense,-14.6644014,-52.3584778,21374,5530.39,3.9
2362,Novo Horizonte do Norte,Mato Grosso,MT,5106273,novo-horizontino,-11.3897666,-57.3160356,4004,898.5,4.5
2363,Novo Mundo,Mato Grosso,MT,5106265,novo-mundenses,-9.8217342,-55.3143491,9178,5791.05,1.6
2364,Novo Santo Antônio,Mato Grosso,MT,5106315,novo-santo-antoniense,-12.4227222,-50.7624493,2640,4393.8,0.6
2365,Novo São Joaquim,Mato Grosso,MT,5106281,são-joaquinense,-14.9132729,-53.0186921,5074,5231.3,1.0
2366,Paranaíta,Mato Grosso,MT,5106299,paranaitense,-9.5895065,-56.6513853,11225,4796.01,2.3
2367,Paranatinga,Mato Grosso,MT,5106307,paranatinguense,-14.4269026,-54.0529078,22563,24162.44,0.9
2368,Pedra Preta,Mato Grosso,MT,5106372,pedra-pretense,-16.621352,-54.4814404,17626,4049.47,4.4
2369,Peixoto de Azevedo,Mato Grosso,MT,5106422,peixotense,-10.2439049,-54.9919725,34976,14400.56,2.4
2370,Planalto da Serra,Mato Grosso,MT,5106455,planaltenses-da-serra,-14.6521585,-54.6972774,2662,2442.45,1.1
2371,Poconé,Mato Grosso,MT,5106505,poconeano,-16.2664706,-56.6265989,32843,17025.41,1.9
2372,Pontal do Araguaia,Mato Grosso,MT,5106653,pontalense,-15.9091546,-52.2572718,6711,2736.62,2.5
2373,Ponte Branca,Mato Grosso,MT,5106703,ponte-branquense,-16.6661467,-52.9170407,1576,686.69,2.3
